source,target,weight,type
476,456,1,directed
476,463,29,directed
476,472,1,directed
476,478,11,directed
476,481,21,directed
476,484,19,directed
476,485,8,directed
476,486,7,directed
476,488,1,directed
476,497,1,directed
476,499,1,directed
476,503,70,directed
476,510,1,directed
476,515,3,directed
476,517,2,directed
476,527,1,directed
476,529,1,directed
476,535,1,directed
476,543,1,directed
476,544,2,directed
476,545,16,directed
476,546,11,directed
476,547,1,directed
476,548,4,directed
476,549,1,directed
476,551,6,directed
476,552,4,directed
476,553,5,directed
476,554,225,directed
476,555,2,directed
477,39,1,directed
477,47,1,directed
477,112,1,directed
477,135,1,directed
477,152,2,directed
477,196,2,directed
477,221,1,directed
477,222,1,directed
477,241,1,directed
477,245,2,directed
477,251,2,directed
477,264,1,directed
477,271,1,directed
477,273,1,directed
477,274,1,directed
477,309,4,directed
477,317,1,directed
477,360,4,directed
477,362,1,directed
477,367,1,directed
477,454,1,directed
477,477,1,directed
477,501,1,directed
477,503,1,directed
477,545,1,directed
477,546,1,directed
477,548,8,directed
477,552,7,directed
477,553,69,directed
477,554,7,directed
478,57,1,directed
478,62,3,directed
478,82,1,directed
478,89,1,directed
478,97,2,directed
478,112,1,directed
478,150,1,directed
478,170,1,directed
478,183,1,directed
478,184,1,directed
478,206,1,directed
478,251,10,directed
478,256,1,directed
478,258,1,directed
478,276,2,directed
478,278,1,directed
478,284,2,directed
478,307,4,directed
478,317,3,directed
478,341,2,directed
478,343,5,directed
478,385,21,directed
478,394,1,directed
478,437,1,directed
478,476,9,directed
478,485,4,directed
478,486,1,directed
478,488,1,directed
478,493,1,directed
478,501,1,directed
478,503,1,directed
478,544,2,directed
478,545,2,directed
478,551,1,directed
478,552,3,directed
478,553,2,directed
478,554,73,directed
478,555,1,directed
479,7,1,directed
479,11,1,directed
479,14,7,directed
479,26,1,directed
479,78,3,directed
479,84,7,directed
479,86,3,directed
479,100,1,directed
479,112,1,directed
479,127,5,directed
479,137,2,directed
479,144,3,directed
479,158,10,directed
479,182,1,directed
479,184,4,directed
479,196,1,directed
479,197,1,directed
479,220,1,directed
479,222,2,directed
479,230,1,directed
479,252,3,directed
479,253,1,directed
479,256,4,directed
479,267,7,directed
479,271,1,directed
479,276,5,directed
479,322,4,directed
479,329,6,directed
479,339,1,directed
479,344,1,directed
479,361,5,directed
479,397,2,directed
479,400,1,directed
479,406,1,directed
479,417,1,directed
479,422,1,directed
479,427,1,directed
479,463,1,directed
479,486,1,directed
479,503,6,directed
479,530,7,directed
479,540,1,directed
479,546,1,directed
479,549,9,directed
479,552,9,directed
479,554,1,directed
479,557,2,directed
480,2,1,directed
480,7,1,directed
480,14,4,directed
480,16,1,directed
480,25,2,directed
480,31,1,directed
480,38,1,directed
480,55,2,directed
480,60,1,directed
480,74,2,directed
480,78,2,directed
480,79,1,directed
480,82,2,directed
480,83,2,directed
480,84,1,directed
480,97,1,directed
480,112,1,directed
480,127,3,directed
480,137,1,directed
480,141,2,directed
480,152,2,directed
480,161,1,directed
480,172,1,directed
480,182,1,directed
480,199,2,directed
480,206,1,directed
480,208,3,directed
480,220,3,directed
480,248,2,directed
480,256,1,directed
480,307,1,directed
480,316,2,directed
480,372,2,directed
480,385,1,directed
480,394,9,directed
480,397,1,directed
480,406,1,directed
480,425,2,directed
480,438,2,directed
480,514,1,directed
480,540,1,directed
480,552,20,directed
480,553,1,directed
481,7,2,directed
481,28,2,directed
481,42,4,directed
481,62,1,directed
481,83,1,directed
481,97,1,directed
481,110,1,directed
481,112,3,directed
481,158,1,directed
481,180,1,directed
481,208,17,directed
481,263,2,directed
481,276,5,directed
481,406,1,directed
481,418,1,directed
481,476,2,directed
481,485,1,directed
481,486,3,directed
481,503,3,directed
481,517,1,directed
481,545,1,directed
481,551,2,directed
481,552,2,directed
481,553,2,directed
481,554,70,directed
481,555,2,directed
481,557,3,directed
482,34,4,directed
482,67,1,directed
482,83,1,directed
482,97,1,directed
482,105,1,directed
482,126,1,directed
482,140,1,directed
482,214,1,directed
482,241,3,directed
482,256,1,directed
482,273,3,directed
482,276,2,directed
482,279,1,directed
482,296,3,directed
482,310,1,directed
482,317,12,directed
482,347,1,directed
482,360,1,directed
482,385,1,directed
482,471,11,directed
482,485,1,directed
482,503,1,directed
482,543,1,directed
482,548,2,directed
482,549,1,directed
482,551,2,directed
482,552,2,directed
482,553,9,directed
482,554,3,directed
482,555,1,directed
483,406,1,directed
484,8,2,directed
484,55,1,directed
484,103,5,directed
484,133,1,directed
484,143,2,directed
484,153,1,directed
484,178,1,directed
484,187,1,directed
484,191,1,directed
484,227,4,directed
484,251,1,directed
484,258,2,directed
484,263,1,directed
484,277,3,directed
484,282,1,directed
484,287,1,directed
484,300,1,directed
484,313,1,directed
484,353,1,directed
484,367,1,directed
484,389,2,directed
484,395,1,directed
484,445,2,directed
484,448,1,directed
484,456,1,directed
484,541,3,directed
484,544,1,directed
484,546,10,directed
484,547,2,directed
484,551,3,directed
484,555,5,directed
485,7,1,directed
485,14,1,directed
485,97,1,directed
485,107,1,directed
485,135,1,directed
485,227,2,directed
485,263,1,directed
485,276,2,directed
485,336,1,directed
485,347,1,directed
485,383,1,directed
485,541,3,directed
485,545,3,directed
485,551,2,directed
485,554,24,directed
485,555,1,directed
485,557,2,directed
486,5,2,directed
486,7,12,directed
486,42,3,directed
486,62,9,directed
486,87,6,directed
486,107,2,directed
486,112,1,directed
486,158,1,directed
486,174,1,directed
486,183,2,directed
486,189,4,directed
486,194,1,directed
486,197,1,directed
486,199,4,directed
486,212,1,directed
486,230,2,directed
486,251,2,directed
486,255,1,directed
486,256,1,directed
486,258,2,directed
486,263,3,directed
486,276,17,directed
486,278,5,directed
486,284,2,directed
486,296,1,directed
486,330,1,directed
486,396,1,directed
486,450,2,directed
486,452,2,directed
486,453,2,directed
486,456,1,directed
486,463,2,directed
486,476,7,directed
486,478,2,directed
486,481,4,directed
486,485,3,directed
486,488,1,directed
486,492,1,directed
486,493,4,directed
486,511,1,directed
486,517,4,directed
486,519,1,directed
486,546,1,directed
486,551,1,directed
486,554,102,directed
486,557,3,directed
487,203,1,directed
487,551,13,directed
487,557,4,directed
488,7,2,directed
488,8,1,directed
488,21,3,directed
488,23,1,directed
488,97,3,directed
488,107,1,directed
488,197,2,directed
488,227,1,directed
488,251,2,directed
488,263,1,directed
488,276,13,directed
488,281,1,directed
488,294,1,directed
488,343,2,directed
488,360,1,directed
488,396,1,directed
488,456,2,directed
488,476,1,directed
488,499,1,directed
488,535,1,directed
488,544,1,directed
488,547,1,directed
488,551,3,directed
488,554,201,directed
488,555,4,directed
488,557,1,directed
489,18,1,directed
489,37,1,directed
489,54,4,directed
489,281,1,directed
489,396,6,directed
489,515,2,directed
489,518,1,directed
489,531,1,directed
489,545,1,directed
489,546,1,directed
489,547,1,directed
489,549,1,directed
489,555,13,directed
489,557,1,directed
491,7,1,directed
491,38,3,directed
491,48,1,directed
491,51,3,directed
491,54,4,directed
491,139,1,directed
491,153,6,directed
491,174,1,directed
491,222,1,directed
491,361,1,directed
491,400,1,directed
491,425,3,directed
491,472,1,directed
491,473,2,directed
491,515,1,directed
491,545,1,directed
491,546,2,directed
491,555,9,directed
491,557,5,directed
492,7,1,directed
492,62,2,directed
492,112,1,directed
492,189,1,directed
492,251,1,directed
492,274,1,directed
492,276,1,directed
492,383,1,directed
492,453,2,directed
492,463,1,directed
492,476,1,directed
492,486,1,directed
492,554,16,directed
493,5,2,directed
493,7,5,directed
493,8,1,directed
493,42,1,directed
493,62,1,directed
493,82,1,directed
493,87,1,directed
493,97,1,directed
493,141,1,directed
493,174,2,directed
493,180,1,directed
493,183,1,directed
493,199,1,directed
493,276,12,directed
493,296,51,directed
493,361,6,directed
493,388,1,directed
493,417,1,directed
493,445,1,directed
493,450,1,directed
493,452,2,directed
493,463,2,directed
493,478,4,directed
493,481,1,directed
493,486,3,directed
493,493,1,directed
493,499,2,directed
493,544,5,directed
493,545,4,directed
493,546,7,directed
493,547,1,directed
493,548,6,directed
493,549,1,directed
493,551,5,directed
493,552,1,directed
493,553,1,directed
493,554,43,directed
493,555,3,directed
493,557,38,directed
494,22,1,directed
494,103,2,directed
494,111,1,directed
494,121,1,directed
494,135,1,directed
494,143,1,directed
494,145,3,directed
494,152,3,directed
494,158,1,directed
494,227,1,directed
494,246,1,directed
494,258,1,directed
494,276,4,directed
494,287,3,directed
494,311,1,directed
494,355,1,directed
494,365,1,directed
494,395,3,directed
494,417,1,directed
494,533,2,directed
494,541,1,directed
494,544,1,directed
494,545,3,directed
494,546,3,directed
494,551,4,directed
494,552,3,directed
494,554,2,directed
494,555,2,directed
495,101,1,directed
495,130,1,directed
495,135,1,directed
495,158,2,directed
495,308,1,directed
495,391,1,directed
495,545,2,directed
495,547,1,directed
495,551,1,directed
496,7,1,directed
496,86,1,directed
496,127,2,directed
496,137,1,directed
496,152,1,directed
496,322,1,directed
496,394,2,directed
496,423,3,directed
496,551,3,directed
496,552,2,directed
496,555,3,directed
497,7,11,directed
497,14,3,directed
497,21,1,directed
497,55,4,directed
497,84,2,directed
497,86,1,directed
497,130,2,directed
497,140,1,directed
497,149,2,directed
497,152,2,directed
497,184,1,directed
497,188,1,directed
497,194,1,directed
497,199,2,directed
497,208,1,directed
497,216,2,directed
497,220,1,directed
497,252,1,directed
497,253,1,directed
497,256,1,directed
497,258,2,directed
497,263,6,directed
497,273,1,directed
497,276,5,directed
497,284,1,directed
497,287,7,directed
497,334,1,directed
497,344,2,directed
497,396,4,directed
497,434,1,directed
497,456,1,directed
497,502,3,directed
497,510,3,directed
497,541,2,directed
497,545,4,directed
497,546,19,directed
497,547,6,directed
497,549,10,directed
497,551,10,directed
497,552,6,directed
497,554,5,directed
497,555,12,directed
497,557,4,directed
498,429,1,directed
499,7,1,directed
499,10,13,directed
499,49,1,directed
499,57,3,directed
499,62,2,directed
499,71,2,directed
499,81,2,directed
499,82,3,directed
499,87,1,directed
499,107,3,directed
499,108,1,directed
499,111,1,directed
499,127,1,directed
499,164,12,directed
499,167,2,directed
499,170,3,directed
499,174,1,directed
499,197,3,directed
499,199,1,directed
499,206,3,directed
499,208,2,directed
499,214,2,directed
499,225,2,directed
499,227,1,directed
499,233,1,directed
499,251,3,directed
499,258,3,directed
499,263,34,directed
499,276,5,directed
499,278,1,directed
499,284,6,directed
499,287,1,directed
499,336,1,directed
499,344,1,directed
499,347,2,directed
499,397,1,directed
499,399,2,directed
499,409,1,directed
499,418,12,directed
499,436,1,directed
499,453,1,directed
499,456,67,directed
499,463,1,directed
499,476,2,directed
499,478,2,directed
499,485,2,directed
499,486,2,directed
499,520,2,directed
499,527,12,directed
499,544,3,directed
499,545,2,directed
499,546,1,directed
499,549,2,directed
499,551,4,directed
499,552,3,directed
499,553,1,directed
499,554,50,directed
499,555,4,directed
499,557,1,directed
500,7,14,directed
500,10,1,directed
500,16,2,directed
500,54,1,directed
500,62,1,directed
500,97,2,directed
500,99,1,directed
500,133,1,directed
500,158,1,directed
500,184,6,directed
500,208,1,directed
500,233,5,directed
500,256,1,directed
500,263,4,directed
500,266,1,directed
500,276,18,directed
500,284,3,directed
500,287,4,directed
500,336,1,directed
500,347,1,directed
500,383,2,directed
500,453,2,directed
500,485,1,directed
500,486,2,directed
500,492,3,directed
500,500,1,directed
500,530,1,directed
500,544,3,directed
500,546,2,directed
500,548,2,directed
500,549,9,directed
500,551,10,directed
500,552,11,directed
500,553,3,directed
500,554,261,directed
500,555,11,directed
500,557,16,directed
501,5,1,directed
501,7,1,directed
501,16,1,directed
501,94,1,directed
501,103,2,directed
501,153,2,directed
501,177,1,directed
501,180,1,directed
501,194,1,directed
501,258,1,directed
501,281,1,directed
501,419,1,directed
501,456,1,directed
501,471,1,directed
501,531,1,directed
501,535,1,directed
501,543,1,directed
501,546,4,directed
501,547,10,directed
501,551,1,directed
501,555,2,directed
502,7,31,directed
502,13,2,directed
502,14,3,directed
502,18,8,directed
502,48,1,directed
502,54,8,directed
502,97,1,directed
502,112,2,directed
502,123,1,directed
502,127,1,directed
502,130,9,directed
502,188,3,directed
502,212,3,directed
502,220,1,directed
502,227,1,directed
502,231,1,directed
502,232,1,directed
502,248,7,directed
502,251,1,directed
502,252,6,directed
502,270,1,directed
502,272,3,directed
502,308,1,directed
502,313,1,directed
502,334,5,directed
502,336,2,directed
502,363,1,directed
502,372,1,directed
502,404,3,directed
502,412,1,directed
502,460,1,directed
502,497,1,directed
502,515,1,directed
502,528,1,directed
502,545,1,directed
502,546,2,directed
502,547,1,directed
502,548,1,directed
502,549,6,directed
502,551,25,directed
502,552,54,directed
502,553,1,directed
502,554,5,directed
502,555,29,directed
502,557,2,directed
503,7,41,directed
503,10,1,directed
503,16,11,directed
503,21,4,directed
503,23,6,directed
503,27,2,directed
503,28,1,directed
503,39,1,directed
503,42,9,directed
503,48,3,directed
503,49,1,directed
503,62,6,directed
503,68,1,directed
503,71,2,directed
503,78,1,directed
503,79,1,directed
503,82,4,directed
503,83,1,directed
503,86,1,directed
503,87,1,directed
503,89,1,directed
503,97,7,directed
503,99,4,directed
503,103,2,directed
503,105,1,directed
503,107,7,directed
503,112,27,directed
503,127,1,directed
503,131,1,directed
503,132,1,directed
503,158,36,directed
503,164,3,directed
503,170,2,directed
503,180,1,directed
503,189,12,directed
503,192,1,directed
503,197,6,directed
503,199,1,directed
503,220,5,directed
503,221,2,directed
503,222,1,directed
503,227,21,directed
503,228,4,directed
503,233,2,directed
503,234,1,directed
503,237,1,directed
503,240,1,directed
503,251,134,directed
503,257,1,directed
503,258,3,directed
503,266,3,directed
503,267,3,directed
503,270,3,directed
503,273,14,directed
503,276,43,directed
503,278,1,directed
503,284,2,directed
503,287,9,directed
503,293,1,directed
503,295,1,directed
503,322,3,directed
503,329,3,directed
503,330,8,directed
503,336,12,directed
503,337,2,directed
503,344,1,directed
503,360,1,directed
503,383,4,directed
503,386,1,directed
503,388,1,directed
503,396,1,directed
503,406,4,directed
503,409,2,directed
503,425,1,directed
503,429,1,directed
503,453,2,directed
503,456,3,directed
503,463,9,directed
503,476,40,directed
503,478,7,directed
503,481,13,directed
503,484,1,directed
503,485,2,directed
503,486,8,directed
503,488,3,directed
503,492,9,directed
503,499,3,directed
503,500,3,directed
503,501,1,directed
503,515,3,directed
503,517,11,directed
503,530,4,directed
503,544,2,directed
503,545,6,directed
503,546,6,directed
503,548,18,directed
503,549,1,directed
503,551,10,directed
503,552,7,directed
503,553,3,directed
503,554,293,directed
503,555,19,directed
503,557,18,directed
504,2,2,directed
504,7,2,directed
504,10,30,directed
504,14,7,directed
504,18,2,directed
504,22,1,directed
504,34,3,directed
504,39,3,directed
504,46,2,directed
504,54,1,directed
504,58,1,directed
504,60,1,directed
504,61,2,directed
504,62,1,directed
504,74,1,directed
504,77,3,directed
504,79,1,directed
504,97,2,directed
504,105,1,directed
504,112,33,directed
504,116,2,directed
504,126,1,directed
504,127,6,directed
504,132,2,directed
504,140,1,directed
504,147,3,directed
504,153,2,directed
504,176,1,directed
504,177,28,directed
504,188,1,directed
504,191,7,directed
504,196,4,directed
504,197,1,directed
504,206,36,directed
504,208,1,directed
504,214,24,directed
504,218,1,directed
504,221,28,directed
504,225,1,directed
504,241,5,directed
504,251,3,directed
504,263,4,directed
504,264,1,directed
504,266,1,directed
504,267,1,directed
504,269,3,directed
504,273,4,directed
504,274,4,directed
504,276,3,directed
504,279,1,directed
504,286,24,directed
504,287,9,directed
504,295,1,directed
504,296,2,directed
504,297,1,directed
504,300,34,directed
504,301,4,directed
504,310,2,directed
504,317,46,directed
504,333,3,directed
504,335,6,directed
504,337,2,directed
504,359,1,directed
504,368,2,directed
504,385,6,directed
504,387,2,directed
504,388,1,directed
504,396,1,directed
504,397,1,directed
504,425,1,directed
504,436,4,directed
504,456,12,directed
504,477,27,directed
504,482,1,directed
504,485,1,directed
504,504,1,directed
504,512,5,directed
504,530,1,directed
504,539,5,directed
504,545,3,directed
504,546,10,directed
504,547,3,directed
504,548,26,directed
504,549,7,directed
504,551,7,directed
504,552,8,directed
504,553,24,directed
504,554,3,directed
504,555,4,directed
505,66,2,directed
505,103,1,directed
505,135,5,directed
505,158,2,directed
505,178,1,directed
505,263,1,directed
505,297,2,directed
505,354,1,directed
505,421,1,directed
505,452,1,directed
505,545,4,directed
505,551,11,directed
506,7,1,directed
506,16,1,directed
506,20,1,directed
506,22,2,directed
506,53,1,directed
506,79,1,directed
506,97,2,directed
506,103,3,directed
506,111,1,directed
506,130,6,directed
506,158,5,directed
506,172,1,directed
506,176,1,directed
506,178,3,directed
506,203,4,directed
506,204,1,directed
506,208,3,directed
506,222,1,directed
506,227,3,directed
506,274,1,directed
506,276,1,directed
506,288,2,directed
506,295,1,directed
506,311,2,directed
506,313,1,directed
506,320,1,directed
506,323,1,directed
506,355,2,directed
506,374,1,directed
506,391,2,directed
506,406,2,directed
506,430,2,directed
506,439,1,directed
506,460,1,directed
506,469,1,directed
506,478,1,directed
506,481,1,directed
506,533,2,directed
506,543,1,directed
506,544,1,directed
506,545,37,directed
506,546,2,directed
506,549,1,directed
506,551,97,directed
506,554,5,directed
506,555,3,directed
506,557,11,directed
508,545,1,directed
508,546,1,directed
508,555,1,directed
508,557,1,directed
510,7,1,directed
510,9,2,directed
510,14,1,directed
510,35,1,directed
510,47,1,directed
510,54,1,directed
510,82,1,directed
510,97,2,directed
510,103,10,directed
510,143,1,directed
510,149,2,directed
510,191,3,directed
510,202,1,directed
510,218,3,directed
510,227,3,directed
510,251,2,directed
510,258,1,directed
510,270,2,directed
510,273,4,directed
510,276,3,directed
510,278,1,directed
510,281,1,directed
510,287,1,directed
510,337,2,directed
510,390,3,directed
510,395,2,directed
510,396,5,directed
510,405,1,directed
510,438,1,directed
510,476,1,directed
510,497,3,directed
510,545,1,directed
510,546,16,directed
510,548,5,directed
510,549,1,directed
510,551,10,directed
510,552,1,directed
510,553,1,directed
510,554,2,directed
510,555,67,directed
510,557,4,directed
511,241,2,directed
511,296,4,directed
511,553,1,directed
511,557,1,directed
512,7,2,directed
512,21,1,directed
512,74,2,directed
512,79,1,directed
512,83,1,directed
512,95,1,directed
512,105,1,directed
512,123,2,directed
512,147,1,directed
512,191,1,directed
512,264,1,directed
512,274,3,directed
512,301,1,directed
512,309,2,directed
512,333,2,directed
512,335,1,directed
512,353,1,directed
512,431,1,directed
512,456,6,directed
512,475,1,directed
512,517,1,directed
512,539,1,directed
512,548,2,directed
512,553,31,directed
512,557,1,directed
513,21,1,directed
513,26,1,directed
513,55,1,directed
513,78,1,directed
513,118,3,directed
513,123,2,directed
513,130,1,directed
513,206,1,directed
513,220,1,directed
513,252,3,directed
513,253,3,directed
513,256,3,directed
513,343,2,directed
513,397,1,directed
513,552,7,directed
513,553,1,directed
515,7,15,directed
515,14,1,directed
515,16,1,directed
515,20,4,directed
515,21,2,directed
515,26,2,directed
515,37,1,directed
515,54,3,directed
515,62,1,directed
515,79,1,directed
515,97,4,directed
515,103,1,directed
515,107,1,directed
515,112,5,directed
515,121,2,directed
515,127,4,directed
515,135,1,directed
515,139,1,directed
515,143,2,directed
515,152,1,directed
515,153,1,directed
515,158,1,directed
515,161,8,directed
515,170,7,directed
515,176,9,directed
515,178,1,directed
515,201,6,directed
515,208,1,directed
515,218,1,directed
515,227,1,directed
515,234,8,directed
515,252,3,directed
515,253,15,directed
515,263,2,directed
515,270,1,directed
515,271,1,directed
515,276,2,directed
515,282,1,directed
515,290,4,directed
515,297,1,directed
515,316,1,directed
515,322,15,directed
515,323,8,directed
515,326,1,directed
515,327,3,directed
515,330,11,directed
515,339,1,directed
515,345,2,directed
515,347,6,directed
515,395,4,directed
515,396,3,directed
515,419,2,directed
515,425,1,directed
515,455,1,directed
515,456,9,directed
515,460,1,directed
515,471,8,directed
515,476,1,directed
515,484,1,directed
515,488,3,directed
515,493,1,directed
515,497,1,directed
515,502,1,directed
515,503,4,directed
515,521,1,directed
515,531,1,directed
515,541,7,directed
515,544,3,directed
515,545,2,directed
515,546,86,directed
515,547,2,directed
515,548,3,directed
515,549,3,directed
515,551,7,directed
515,553,1,directed
515,554,17,directed
515,555,46,directed
515,557,1,directed
516,16,1,directed
516,54,3,directed
516,110,3,directed
516,113,1,directed
516,133,1,directed
516,134,4,directed
516,139,1,directed
516,177,3,directed
516,200,3,directed
516,281,3,directed
516,326,1,directed
516,471,4,directed
516,546,6,directed
516,555,17,directed
517,7,29,directed
517,10,3,directed
517,14,7,directed
517,21,1,directed
517,23,2,directed
517,28,3,directed
517,42,1,directed
517,48,1,directed
517,54,6,directed
517,57,1,directed
517,62,8,directed
517,71,1,directed
517,76,1,directed
517,79,2,directed
517,86,1,directed
517,97,67,directed
517,103,1,directed
517,107,1,directed
517,127,1,directed
517,130,1,directed
517,134,2,directed
517,140,13,directed
517,158,3,directed
517,180,1,directed
517,183,1,directed
517,184,4,directed
517,189,5,directed
517,197,4,directed
517,199,3,directed
517,223,1,directed
517,227,9,directed
517,228,1,directed
517,231,1,directed
517,233,6,directed
517,248,15,directed
517,251,17,directed
517,256,1,directed
517,258,1,directed
517,263,10,directed
517,273,6,directed
517,276,356,directed
517,277,3,directed
517,278,2,directed
517,284,13,directed
517,287,14,directed
517,319,1,directed
517,333,8,directed
517,336,8,directed
517,337,1,directed
517,343,1,directed
517,347,1,directed
517,353,3,directed
517,375,1,directed
517,377,2,directed
517,383,9,directed
517,388,6,directed
517,394,2,directed
517,396,4,directed
517,399,1,directed
517,404,1,directed
517,406,4,directed
517,409,1,directed
517,443,2,directed
517,453,4,directed
517,456,10,directed
517,463,15,directed
517,472,1,directed
517,476,46,directed
517,478,2,directed
517,481,10,directed
517,485,3,directed
517,486,10,directed
517,488,1,directed
517,497,3,directed
517,503,17,directed
517,511,1,directed
517,515,5,directed
517,517,1,directed
517,528,1,directed
517,535,1,directed
517,541,1,directed
517,544,4,directed
517,545,82,directed
517,546,19,directed
517,547,5,directed
517,548,93,directed
517,549,48,directed
517,551,32,directed
517,552,9,directed
517,553,8,directed
517,554,314,directed
517,555,48,directed
517,557,70,directed
518,107,1,directed
518,160,4,directed
518,176,1,directed
518,252,1,directed
518,264,1,directed
518,429,1,directed
518,513,1,directed
518,521,1,directed
518,545,1,directed
518,546,18,directed
518,547,1,directed
518,548,1,directed
518,555,9,directed
519,7,1,directed
519,69,3,directed
519,97,1,directed
519,129,1,directed
519,151,1,directed
519,215,1,directed
519,227,1,directed
519,263,2,directed
519,347,1,directed
519,456,5,directed
519,519,2,directed
519,557,2,directed
521,7,1,directed
521,110,1,directed
521,134,1,directed
521,152,1,directed
521,281,1,directed
521,541,1,directed
521,546,23,directed
521,551,1,directed
521,555,13,directed
522,7,1,directed
522,97,1,directed
522,172,2,directed
522,180,2,directed
522,228,2,directed
522,234,2,directed
522,276,3,directed
522,399,2,directed
522,434,1,directed
522,545,1,directed
522,546,1,directed
522,548,1,directed
522,551,16,directed
522,554,1,directed
522,555,3,directed
522,557,1,directed
523,7,1,directed
523,16,2,directed
523,18,1,directed
523,37,2,directed
523,54,4,directed
523,70,1,directed
523,130,1,directed
523,132,1,directed
523,161,1,directed
523,181,1,directed
523,233,3,directed
523,252,1,directed
523,270,1,directed
523,336,1,directed
523,347,1,directed
523,369,1,directed
523,456,1,directed
523,467,1,directed
523,471,1,directed
523,515,1,directed
523,544,1,directed
523,545,1,directed
523,546,1,directed
523,547,13,directed
523,552,1,directed
523,555,34,directed
525,7,1,directed
525,14,1,directed
525,37,3,directed
525,48,1,directed
525,54,3,directed
525,97,1,directed
525,127,2,directed
525,134,1,directed
525,140,1,directed
525,196,1,directed
525,218,1,directed
525,227,1,directed
525,251,1,directed
525,253,1,directed
525,281,1,directed
525,287,3,directed
525,317,1,directed
525,327,1,directed
525,343,2,directed
525,385,1,directed
525,388,1,directed
525,396,4,directed
525,400,2,directed
525,417,2,directed
525,439,2,directed
525,456,3,directed
525,462,2,directed
525,471,2,directed
525,472,1,directed
525,475,2,directed
525,492,2,directed
525,515,1,directed
525,518,1,directed
525,544,6,directed
525,545,6,directed
525,546,10,directed
525,548,2,directed
525,549,3,directed
525,551,6,directed
525,552,2,directed
525,553,2,directed
525,554,1,directed
525,555,8,directed
526,15,1,directed
526,79,1,directed
526,219,1,directed
526,359,1,directed
526,360,1,directed
526,397,1,directed
526,436,1,directed
526,460,1,directed
526,548,1,directed
526,553,7,directed
527,10,1,directed
527,23,3,directed
527,28,1,directed
527,87,1,directed
527,112,1,directed
527,164,1,directed
527,174,1,directed
527,225,1,directed
527,237,1,directed
527,258,1,directed
527,263,1,directed
527,276,1,directed
527,278,1,directed
527,284,1,directed
527,322,1,directed
527,347,1,directed
527,386,1,directed
527,406,1,directed
527,418,1,directed
527,436,3,directed
527,452,1,directed
527,456,9,directed
527,463,1,directed
527,486,1,directed
527,499,1,directed
527,517,1,directed
527,535,1,directed
527,554,33,directed
528,7,1,directed
528,130,1,directed
529,45,8,directed
529,59,1,directed
529,69,2,directed
529,70,1,directed
529,71,3,directed
529,73,2,directed
529,97,2,directed
529,115,2,directed
529,152,1,directed
529,166,1,directed
529,258,1,directed
529,263,4,directed
529,270,1,directed
529,274,3,directed
529,276,1,directed
529,289,1,directed
529,332,1,directed
529,376,1,directed
529,377,2,directed
529,384,3,directed
529,396,3,directed
529,409,3,directed
529,426,2,directed
529,474,7,directed
529,519,1,directed
529,529,2,directed
529,532,2,directed
529,544,23,directed
529,545,5,directed
529,546,2,directed
529,547,1,directed
529,549,1,directed
529,553,2,directed
529,554,1,directed
529,555,3,directed
529,557,3,directed
530,7,2,directed
530,14,1,directed
530,16,2,directed
530,45,1,directed
530,48,1,directed
530,54,1,directed
530,70,1,directed
530,95,1,directed
530,97,2,directed
530,105,2,directed
530,153,1,directed
530,158,1,directed
530,166,1,directed
530,184,1,directed
530,195,1,directed
530,210,1,directed
530,251,1,directed
530,267,1,directed
530,270,1,directed
530,271,1,directed
530,272,1,directed
530,273,1,directed
530,276,3,directed
530,333,1,directed
530,375,1,directed
530,388,1,directed
530,396,6,directed
530,429,1,directed
530,456,4,directed
530,479,1,directed
530,484,4,directed
530,503,10,directed
530,531,1,directed
530,541,5,directed
530,544,6,directed
530,545,8,directed
530,546,88,directed
530,547,19,directed
530,548,7,directed
530,549,11,directed
530,553,2,directed
530,554,10,directed
530,555,142,directed
531,16,2,directed
531,23,1,directed
531,53,1,directed
531,54,2,directed
531,79,1,directed
531,120,1,directed
531,208,1,directed
531,218,1,directed
531,372,1,directed
531,396,2,directed
531,456,1,directed
531,484,2,directed
531,491,1,directed
531,501,1,directed
531,530,1,directed
531,541,2,directed
531,545,1,directed
531,546,17,directed
531,547,1,directed
531,549,1,directed
531,555,5,directed
532,544,3,directed
532,548,1,directed
532,549,1,directed
533,5,1,directed
533,7,1,directed
533,9,1,directed
533,22,1,directed
533,35,1,directed
533,66,1,directed
533,80,1,directed
533,97,1,directed
533,103,3,directed
533,111,9,directed
533,130,1,directed
533,135,3,directed
533,145,4,directed
533,150,3,directed
533,153,1,directed
533,158,4,directed
533,165,3,directed
533,178,6,directed
533,203,2,directed
533,208,1,directed
533,210,1,directed
533,216,1,directed
533,227,10,directed
533,274,3,directed
533,287,3,directed
533,288,1,directed
533,297,3,directed
533,308,2,directed
533,312,2,directed
533,313,1,directed
533,323,2,directed
533,331,1,directed
533,335,1,directed
533,347,3,directed
533,354,2,directed
533,355,2,directed
533,374,4,directed
533,378,2,directed
533,389,1,directed
533,390,1,directed
533,391,4,directed
533,395,1,directed
533,404,3,directed
533,415,2,directed
533,421,2,directed
533,425,5,directed
533,434,1,directed
533,438,1,directed
533,440,1,directed
533,487,1,directed
533,494,8,directed
533,505,2,directed
533,522,1,directed
533,528,1,directed
533,545,41,directed
533,549,1,directed
533,551,185,directed
533,555,12,directed
